run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_diffusivity_ratio,u_resection_time,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_seed_peak_density,u_seed_sigma_mm,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,front_speed_mm_per_day,front_width_mm,diffusivity_ratio,resection_time,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,seed_peak_density,seed_sigma_mm,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k
r0000_A,0,0,A,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-front_speed_mm_per_day,1,0,AB:front_speed_mm_per_day,0.20179095026105642,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.04601867882289812,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.04393473522673535,0.012050367378317377,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-front_width_mm,2,0,AB:front_width_mm,0.15546531789004803,0.3854847699403763,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.5272951657314573,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.03185441373166189,0.01365600484685937,35854.46347257535,104.75820196192694,9.688965398898697,9.477330776629861,88,192,71
r0000_AB-diffusivity_ratio,3,0,AB:diffusivity_ratio,0.15546531789004803,0.588747326284647,0.46254704613238573,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,8.415774542338575,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-resection_time,4,0,AB:resection_time,0.15546531789004803,0.588747326284647,0.607532175257802,0.4323244160041213,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,103.49515072070062,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-chemo_kill_rate,5,0,AB:chemo_kill_rate,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.19038886204361916,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.0008844466161732659,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-rt_alpha,6,0,AB:rt_alpha,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.4861564636230469,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.04290462809280836,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-rt_alpha_beta_ratio,7,0,AB:rt_alpha_beta_ratio,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.2393618831411004,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,5.914895065128803,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,71
r0000_AB-seed_peak_density,8,0,AB:seed_peak_density,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3004206856712699,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7201682742685079,14.474681479184746,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,34397.813303110095,104.75820196192694,8.74623555453444,7.580627430855817,88,192,71
r0000_AB-seed_sigma_mm,9,0,AB:seed_sigma_mm,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.3100081468001008,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,8.714609298948847,0.48626373626373626,0.8830275229357798,0.39285714285714285,0.039824515633331635,0.010923021194245392,7824.5603513952965,37.97220761666286,5.83332683927162,4.5639834213832815,88,192,71
r0000_AB-gaussian_seed_x_fraction,10,0,AB:gaussian_seed_x_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.00786308478564024,0.9820169974118471,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.10714285714285714,0.5206422018348624,0.3269230769230769,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,19,113,59
r0000_AB-gaussian_seed_y_fraction,11,0,AB:gaussian_seed_y_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.07198528572916985,0.4405437568202615,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.17660550458715596,0.4258241758241758,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,38,77
r0000_AB-gaussian_seed_z_fraction,12,0,AB:gaussian_seed_z_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.0977607686072588,0.041713500371627334,1.9094305334500028,16.40832881560526,71.20799823664129,0.006298503364716864,0.02195832436988404,9.40311686694622,0.7506653651595115,14.474681479184746,0.48626373626373626,0.8830275229357798,0.3159340659340659,0.039824515633331635,0.010923021194245392,35854.46347257535,104.75820196192694,9.688965398898697,7.580627430855817,88,192,57
r0000_B,13,0,B,0.20179095026105642,0.3854847699403763,0.46254704613238573,0.4323244160041213,0.19038886204361916,0.4861564636230469,0.2393618831411004,0.3004206856712699,0.3100081468001008,0.00786308478564024,0.07198528572916985,0.0977607686072588,0.04601867882289812,1.5272951657314573,8.415774542338575,103.49515072070062,0.0008844466161732659,0.04290462809280836,5.914895065128803,0.7201682742685079,8.714609298948847,0.10714285714285714,0.3876146788990826,0.3708791208791209,0.03514205284978044,0.015065417561529012,7506.673927838325,37.97220761666286,5.2657480445390625,5.705910353468066,19,84,67
r0001_A,14,1,A,0.7138753347098827,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.1362922153847972,1.2798695989979474,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,10.914609809531749,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.08721813152554113,0.05324457096703637,17423.467341916315,59.56435364716334,9.122375439644998,8.527907700969818,161,93,78
r0001_AB-front_speed_mm_per_day,15,1,AB:front_speed_mm_per_day,0.9164142711088061,0.22460899036377668,0.1911443155258894,0.6719780275598168,0.02999731805175543,0.6225469894707203,0.02861697878688574,0.62706199567765,0.496973660774529,0.9991612229496241,0.3716751867905259,0.7898861272260547,0.20939808322631817,1.2798695989979474,2.411507578280968,144.23626468516886,0.0005470127068525195,0.06455833290114775,4.228935830295086,0.85082479827106,10.914609809531749,0.8873626373626373,0.4288990825688073,0.43131868131868134,0.13400112040490333,0.0818044601536996,17423.467341916315,59.56435364716334,9.122375439644998,8.527907700969818,161,93,78
