row_name,run_name,index,row,matrix,u_front_speed_mm_per_day,u_front_width_mm,u_seed_peak_density,u_seed_sigma_mm,u_preop_time,u_diffusivity_ratio,u_chemo_kill_rate,u_rt_alpha,u_rt_alpha_beta_ratio,u_gaussian_seed_x_fraction,u_gaussian_seed_y_fraction,u_gaussian_seed_z_fraction,u_core_threshold,u_edema_threshold_ratio,front_speed_mm_per_day,front_width_mm,seed_peak_density,seed_sigma_mm,preop_time,diffusivity_ratio,chemo_kill_rate,rt_alpha,rt_alpha_beta_ratio,gaussian_seed_x_fraction,gaussian_seed_y_fraction,gaussian_seed_z_fraction,core_threshold,edema_threshold_ratio,white_matter_diffusivity,rho,gaussian_seed_mass,gaussian_seed_diffusion_time,seed_enhancing_radius_mm,s,seed_voxel_i,seed_voxel_j,seed_voxel_k,edema_threshold
r0000_A,r0000_A,0,0,A,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-front_speed_mm_per_day,r0000_AB-front_speed_mm_per_day,1,0,AB:front_speed_mm_per_day,0.46254704613238573,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.07999139107762947,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.09046372443218599,0.01768284106888291,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-front_width_mm,r0000_AB-front_width_mm,2,0,AB:front_width_mm,0.15546531789004803,0.4323244160041213,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,1.8208963868377883,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.037977981054526475,0.011454111467612934,3866.865523291445,21.968819064609928,5.466462613461878,3.640266002487335,141,132,47,0.196515843029119
r0000_AB-seed_peak_density,r0000_AB-seed_peak_density,3,0,AB:seed_peak_density,0.15546531789004803,0.588747326284647,0.19038886204361916,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.6761555448174477,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3101.4978031321193,21.968819064609928,3.2404511207785935,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-seed_sigma_mm,r0000_AB-seed_sigma_mm,4,0,AB:seed_sigma_mm,0.15546531789004803,0.588747326284647,0.607532175257802,0.4861564636230469,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,8.801403494595494,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,9052.317994728604,38.73235173733889,7.258384321218754,3.891264224346452,141,132,47,0.196515843029119
r0000_AB-preop_time,r0000_AB-preop_time,5,0,AB:preop_time,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.2393618831411004,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,70.69152013398707,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-diffusivity_ratio,r0000_AB-diffusivity_ratio,6,0,AB:diffusivity_ratio,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.3004206856712699,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.9887918274369274,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-chemo_kill_rate,r0000_AB-chemo_kill_rate,7,0,AB:chemo_kill_rate,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.3100081468001008,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.003010742914549064,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-rt_alpha,r0000_AB-rt_alpha,8,0,AB:rt_alpha,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.00786308478564024,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.00514715371063136,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-rt_alpha_beta_ratio,r0000_AB-rt_alpha_beta_ratio,9,0,AB:rt_alpha_beta_ratio,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.07198528572916985,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,4.575882285833359,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-gaussian_seed_x_fraction,r0000_AB-gaussian_seed_x_fraction,10,0,AB:gaussian_seed_x_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.0977607686072588,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.717032967032967,0.5848623853211009,0.28846153846153844,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,130,127,52,0.196515843029119
r0000_AB-gaussian_seed_y_fraction,r0000_AB-gaussian_seed_y_fraction,11,0,AB:gaussian_seed_y_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.774904883466661,0.4405437568202615,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.5756880733944955,0.28846153846153844,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,125,52,0.196515843029119
r0000_AB-gaussian_seed_z_fraction,r0000_AB-gaussian_seed_z_fraction,12,0,AB:gaussian_seed_z_fraction,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.3488101102411747,0.20179095026105642,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.196515843029119
r0000_AB-core_threshold,r0000_A,13,0,AB:core_threshold,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.6233000382781029,0.3854847699403763,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.6369900114834308,0.3849196694791317,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.2451899846817105
r0000_AB-edema_threshold_ratio,r0000_A,14,0,AB:edema_threshold_ratio,0.15546531789004803,0.588747326284647,0.607532175257802,0.2423999896273017,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.49098370876163244,0.9820169974118471,0.4405437568202615,0.20179095026105642,0.4192419545724988,0.041713500371627334,2.2618365104913205,0.8430128701031208,6.628547211057628,173.76720909960568,3.350589083284266,0.011036910270343928,0.020063531971373793,9.851571038365364,0.7774725274725275,0.6077981651376146,0.260989010989011,0.510537285078317,0.3967346841003746,0.04717455906046999,0.009221157271567398,3866.865523291445,21.968819064609928,5.466462613461878,2.9306040380512566,141,132,47,0.20254784851700897
r0000_B,r0000_B,15,0,B,0.46254704613238573,0.4323244160041213,0.19038886204361916,0.4861564636230469,0.2393618831411004,0.3004206856712699,0.3100081468001008,0.00786308478564024,0.07198528572916985,0.0977607686072588,0.774904883466661,0.3488101102411747,0.6233000382781029,0.4192419545724988,0.07999139107762947,1.8208963868377883,0.6761555448174477,8.801403494595494,70.69152013398707,3.9887918274369274,0.003010742914549064,0.00514715371063136,4.575882285833359,0.717032967032967,0.5665137614678899,0.2774725274725275,0.6369900114834308,0.3967346841003746,0.072828017495692,0.0219648387617882,7260.594971507121,38.73235173733889,4.302680045924568,4.833555362191816,130,123,50,0.2527160309809729
r0001_A,r0001_A,16,1,A,0.7150447107851505,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.13663055558547169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.12179419358961929,0.03831855232461953,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
r0001_AB-front_speed_mm_per_day,r0001_AB-front_speed_mm_per_day,17,1,AB:front_speed_mm_per_day,0.9174970425665379,0.4170825984328985,0.17617450188845396,0.6201045159250498,0.14576341956853867,0.522312450222671,0.09259146638214588,0.9328477755188942,0.4877266902476549,0.8523079650476575,0.2473705792799592,0.874744851142168,0.6270097177475691,0.7400861093774438,0.20987936338642169,1.7828251238198143,0.6704698007553815,10.285272136385446,54.77978132665157,11.082172360691237,0.001389848697519066,0.1561162473963457,7.901813521981239,0.8324175824175825,0.49770642201834864,0.3324175824175824,0.6381029153242708,0.5090301382821053,0.18708910100831053,0.05886145550179987,11489.374484173297,52.893411459753416,4.8471685749458615,5.7690863781124015,151,108,60,0.3248136152257281
